Gene,Locus Tag,Protein
lpxH,STM14_0625,"UDP-2,3-diacylglucosamine hydrolase"
ppiB,STM14_0626,peptidyl-prolyl cis-trans isomerase B (rotamase B)
cysS,STM14_0627,cysteinyl-tRNA synthetase
,STM14_0628,putative outer membrane protein
,STM14_0629,putative inner membrane protein
ybcI,STM14_0630,putative membrane-bound metal-dependent hydrolase
ybcJ,STM14_0631,hypothetical protein
folD,STM14_0632,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"
,STM14_0633,hypothetical protein
,STM14_0634,hypothetical protein
fimA,STM14_0635,fimbrin
fimI,STM14_0636,fimbrial protein
fimC,STM14_0637,periplasmic chaperone
fimD,STM14_0638,outer membrane usher protein precursor
fimH,STM14_0639,minor fimbrial subunit
fimF,STM14_0640,putative fimbrial protein
fimZ,STM14_0641,transcriptional regulator FimZ
fimY,STM14_0642,putative regulatory protein
,STM14_0643,hypothetical protein
fimW,STM14_0644,putative fimbrial protein
,STM14_0645,conserved hypothetical protein
,STM14_0647,integrase
,STM14_0648,
,STM14_0649,hypothetical protein
,STM14_0650,putative inner membrane protein
yfdH,STM14_0651,putative glycosyltransferase
gtrA,STM14_0652,putative glycosyl translocase
,STM14_0654,
,STM14_0655,sensor kinase
,STM14_0657,putative transcriptional regulator
,STM14_0658,pyridine nucleotide-disulfide oxidoreductase
,STM14_0659,hypothetical protein
,STM14_0660,putative periplasmic protein
,STM14_0661,putative inner membrane protein
,STM14_0662,putative DNA repair ATPase
pheP,STM14_0663,phenylalanine transporter
ybdG,STM14_0664,hypothetical protein
,STM14_0665,conserved hypothetical protein
apeE,STM14_0666,outer membrane esterase
,STM14_0667,putative inner membrane protein
,STM14_0668,putative phosphosugar isomerase
,STM14_0669,putative inner membrane protein
,STM14_0670,putative PTS system mannose-specific enzyme IID
,STM14_0671,putative inner membrane protein
,STM14_0672,putative PTS system mannose-specific enzyme IIAB
,STM14_0673,putative PTS system mannose-specific enzyme IIAB
nfnB,STM14_0674,dihydropteridine reductase
ybdF,STM14_0675,hypothetical protein
,STM14_0676,putative regulatory protein
,STM14_0677,hypothetical protein
,STM14_0678,putative regulatory protein
ybdJ,STM14_0679,putative inner membrane protein
ybdK,STM14_0680,carboxylate-amine ligase
entD,STM14_0681,phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex
fepA,STM14_0682,outer membrane receptor FepA
,STM14_0683,hypothetical protein
fes,STM14_0684,enterobactin/ferric enterobactin esterase
ybdZ,STM14_0685,putative cytoplasmic protein
entF,STM14_0686,enterobactin synthase subunit F
fepE,STM14_0687,ferric enterobactin transport protein FepE
fepC,STM14_0688,iron-enterobactin transporter ATP-binding protein
fepG,STM14_0689,iron-enterobactin transporter permease
fepD,STM14_0690,iron-enterobactin transporter membrane protein
ybdA,STM14_0691,enterobactin exporter EntS
fepB,STM14_0692,iron-enterobactin transporter periplasmic binding protein
entC,STM14_0693,isochorismate synthase
entE,STM14_0694,enterobactin synthase subunit E
entB,STM14_0695,"2,3-dihydro-2,3-dihydroxybenzoate synthetase"
entA,STM14_0696,"2,3-dihydroxybenzoate-2,3-dehydrogenase"
ybdB,STM14_0697,hypothetical protein
,STM14_0698,hypothetical protein
cstA,STM14_0699,carbon starvation protein
ybdD,STM14_0700,putative cytoplasmic protein
ybdH,STM14_0701,hypothetical protein
ybdL,STM14_0702,putative aminotransferase
ybdM,STM14_0703,putative transcriptional regulator
ybdN,STM14_0704,putative 3'-phosphoadenosine 5'-phosphosulfate sulfotransferase
ybdO,STM14_0705,putative transcriptional regulator
dsbG,STM14_0706,disulfide isomerase/thiol-disulfide oxidase
ahpC,STM14_0707,alkyl hydroperoxide reductase subunit C
ahpF,STM14_0708,alkyl hydroperoxide reductase F52a subunit
,STM14_0709,putative anaerobic dehydrogenase component
,STM14_0710,putative oxidoreductase protein
,STM14_0711,molybdopterin-containing oxidoreductase iron-sulfur subunit
,STM14_0712,putative hydrogenase protein
ybdQ,STM14_0713,putative universal stress protein
,STM14_0714,hypothetical protein
,STM14_0715,hypothetical protein
ybdR,STM14_0716,putative dehydrogenase
rnk,STM14_0717,nucleoside diphosphate kinase regulator
rna,STM14_0718,ribonuclease I
citT,STM14_0719,citrate/succinate transport antiport protein
citG,STM14_0720,triphosphoribosyl-dephospho-CoA synthase
citX,STM14_0721,2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo- citrate lyase
citF,STM14_0722,citrate lyase alpha chain/citrate-ACP transferase
citE,STM14_0723,citrate lyase beta chain
citD,STM14_0724,citrate lyase subunit gamma
citC,STM14_0725,citrate lyase synthetase
,STM14_0726,conserved hypothetical protein
dpiB,STM14_0727,sensory histidine kinase
dpiA,STM14_0728,two-component response regulator DpiA
dcuC,STM14_0729,C4-dicarboxylate transporter DcuC
,STM14_0730,hypothetical protein
pagP,STM14_0731,palmitoyl transferase for Lipid A
cspE,STM14_0732,cold shock protein CspE
ccrB,STM14_0733,camphor resistance protein CrcB
ybeM,STM14_0734,putative hydrolase
,STM14_0735,hypothetical protein
tatE,STM14_0736,twin arginine translocase protein E
lipA,STM14_0737,lipoyl synthase
,STM14_0738,hypothetical protein
ybeF,STM14_0739,putative DNA-binding transcriptional regulator
,STM14_0740,hypothetical protein
lipB,STM14_0741,lipoyltransferase
,STM14_0742,hypothetical protein
ybeD,STM14_0743,hypothetical protein
dacA,STM14_0744,D-alanyl-D-alanine carboxypeptidase fraction A
,STM14_0745,hypothetical protein
rlpA,STM14_0746,rare lipoprotein A
mrdB,STM14_0747,cell wall shape-determining protein
mrdA,STM14_0748,penicillin-binding protein 2
ybeA,STM14_0749,SPOUT methyltransferase superfamily protein
ybeB,STM14_0750,hypothetical protein
cobC,STM14_0751,alpha ribazole-5'-P phosphatase
cobD,STM14_0752,threonine-phosphate decarboxylase
nadD,STM14_0753,nicotinic acid mononucleotide adenylyltransferase
holA,STM14_0754,DNA polymerase III subunit delta
rlpB,STM14_0755,LPS-assembly lipoprotein RplB
,STM14_0756,hypothetical protein
,STM14_0757,putative hydrolase
,STM14_0758,putative hydrolase
,STM14_0759,2-keto-3-deoxygluconate permease
,STM14_0760,putative sigma-54 dependent transcriptional regulator
ybeL,STM14_0761,hypothetical protein
ybeQ,STM14_0762,TPR repeat-containing protein
ybeR,STM14_0763,putative cytoplasmic protein
ybeS,STM14_0764,putative molecular chaperone
ybeU,STM14_0765,
ybeV,STM14_0766,putative molecular chaperone
hscC,STM14_0767,putative heatshock protein
,STM14_0768,putative cytoplasmic protein
rihA,STM14_0769,ribonucleoside hydrolase 1
gltL,STM14_0770,glutamate/aspartate transporter
gltK,STM14_0771,glutamate/aspartate transporter
gltJ,STM14_0772,glutamate/aspartate transporter
gltI,STM14_0773,glutamate and aspartate transporter subunit
,STM14_0774,hypothetical protein
lnt,STM14_0775,apolipoprotein N-acyltransferase
ybeX,STM14_0776,putative transport protein
,STM14_0777,conserved hypothetical protein
ybeY,STM14_0778,putative metalloprotease
phoL,STM14_0779,putative phosphate starvation-inducible protein
,STM14_0780,hypothetical protein
miaB,STM14_0781,rRNA modification protein
ubiF,STM14_0782,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
,STM14_0783,putative inner membrane protein
,STM14_0791,hypothetical protein
asnB,STM14_0792,asparagine synthetase B
nagD,STM14_0793,UMP phosphatase
nagC,STM14_0794,N-acetylglucosamine operon transcriptional repressor
nagA,STM14_0795,N-acetylglucosamine-6-phosphate deacetylase
nagB,STM14_0796,glucosamine-6-phosphate deaminase
,STM14_0797,hypothetical protein
nagE,STM14_0798,N-acetyl glucosamine specific PTS system components IIABC
glnS,STM14_0799,glutaminyl-tRNA synthetase
,STM14_0800,hypothetical protein
,STM14_0801,hypothetical protein
ybfM,STM14_0802,putative outer membrane protein
ybfN,STM14_0803,putative lipoprotein
citA,STM14_0804,citrate-proton symporter
citB,STM14_0805,citrate utilization protein b
,STM14_0806,tricarballylate dehydrogenase
,STM14_0807,putative transcriptional regulator
fur,STM14_0808,ferric uptake regulator
,STM14_0809,hypothetical protein
fldA,STM14_0810,flavodoxin FldA
ybfE,STM14_0811,LexA regulated protein
,STM14_0812,hypothetical protein
ybfF,STM14_0813,hypothetical protein
seqA,STM14_0814,replication initiation regulator SeqA
pgm,STM14_0815,phosphoglucomutase
,STM14_0816,putative cytoplasmic protein
potE,STM14_0817,putrescine transporter
speF,STM14_0818,ornithine decarboxylase
,STM14_0819,hypothetical protein
,STM14_0820,conserved hypothetical protein
kdpE,STM14_0821,DNA-binding transcriptional activator KdpE
kdpD,STM14_0822,sensor protein KdpD
kdpC,STM14_0823,potassium-transporting ATPase subunit C
kdpB,STM14_0824,potassium-transporting ATPase subunit B
kdpA,STM14_0825,potassium-transporting ATPase subunit A
,STM14_0826,"K+-transporting ATPase, F subunit"
ybfA,STM14_0827,putative periplasmic protein
phrB,STM14_0828,deoxyribodipyrimidine photolyase
ybgH,STM14_0829,POT family transport protein
ybgI,STM14_0830,putative hydrolase-oxidase
ybgJ,STM14_0831,putative carboxylase
ybgK,STM14_0832,putative carboxylase
ybgL,STM14_0833,hypothetical protein
,STM14_0834,putative cytoplasmic protein
,STM14_0835,putative phage integrase
,STM14_0836,putative inner membrane protein
,STM14_0837,putative cytoplasmic protein
,STM14_0838,putative UDP-galactopyranose mutase
,STM14_0839,putative glycosyl transferase
,STM14_0840,putative glycosyl transferase
,STM14_0841,putative ABC transporter permease protein
,STM14_0842,putative ABC-type polysaccharide/polyol phosphate transport system ATPase component
,STM14_0843,putative glycosyltransferase
,STM14_0844,putative glycosyltransferase
,STM14_0845,putative glycosyl transferase
,STM14_0846,putative cytoplasmic protein
nei,STM14_0847,endonuclease VIII
abrB,STM14_0848,putative transport protein
gltA,STM14_0849,type II citrate synthase
,STM14_0850,putative inner membrane protein
sdhC,STM14_0851,succinate dehydrogenase cytochrome b556 large membrane subunit
sdhD,STM14_0852,succinate dehydrogenase cytochrome b556 small membrane subunit
sdhA,STM14_0853,succinate dehydrogenase flavoprotein subunit
sdhB,STM14_0854,succinate dehydrogenase iron-sulfur subunit
kgd,STM14_0855,alpha-ketoglutarate decarboxylase
sucB,STM14_0856,dihydrolipoamide acetyltransferase
sucC,STM14_0857,succinyl-CoA synthetase subunit beta
sucD,STM14_0858,succinyl-CoA synthetase subunit alpha
,STM14_0859,hypothetical protein
,STM14_0860,hypothetical protein
cydA,STM14_0861,cytochrome d terminal oxidase polypeptide subunit I
cydB,STM14_0862,cytochrome d terminal oxidase polypeptide subunit II
ybgT,STM14_0863,putative outer membrane lipoprotein
,STM14_0864,hypothetical protein
ybgE,STM14_0865,hypothetical protein
ybgC,STM14_0866,acyl-CoA thioester hydrolase YbgC
tolQ,STM14_0867,colicin uptake protein TolQ
tolR,STM14_0868,colicin uptake protein TolR
tolA,STM14_0869,cell envelope integrity inner membrane protein TolA
tolB,STM14_0870,translocation protein TolB
pal,STM14_0871,peptidoglycan-associated outer membrane lipoprotein
ybgF,STM14_0872,hypothetical protein
,STM14_0873,hypothetical protein
,STM14_0879,hypothetical protein
nadA,STM14_0880,quinolinate synthetase
pnuC,STM14_0881,nucleoside/purine/pyrimidine transporter
ybgR,STM14_0882,zinc transporter ZitB
ybgS,STM14_0883,hypothetical protein
aroG,STM14_0884,phospho-2-dehydro-3-deoxyheptonate aldolase
,STM14_0885,fumarate hydratase
,STM14_0886,fumarate hydratase
,STM14_0887,transcriptional regulator
,STM14_0888,transcriptional regulator
,STM14_0889,putative cation transporter
dcoC,STM14_0890,oxaloacetate decarboxylase subunit gamma
dcoA,STM14_0891,
dcoB,STM14_0892,oxaloacetate decarboxylase beta chain
,STM14_0893,putative cytoplasmic protein
,STM14_0894,putative ABC transport protein
,STM14_0895,putative ABC-type cobalamin/Fe3+-siderophore transport component
gpmA,STM14_0896,phosphoglyceromutase
,STM14_0897,hypothetical protein
galM,STM14_0898,aldose 1-epimerase
galK,STM14_0899,galactokinase
galT,STM14_0900,galactose-1-phosphate uridylyltransferase
galE,STM14_0901,UDP-galactose-4-epimerase
,STM14_0902,putative inner membrane protein
,STM14_0903,hypothetical protein
modF,STM14_0904,putative molybdenum transport ATP-binding protein ModF
modE,STM14_0905,DNA-binding transcriptional regulator ModE
,STM14_0906,hypothetical protein
modA,STM14_0907,molybdate transporter periplasmic protein
modB,STM14_0908,molybdate ABC transporter permease protein
modC,STM14_0909,molybdate transporter ATP-binding protein
ybhA,STM14_0910,phosphotransferase
ybhE,STM14_0911,6-phosphogluconolactonase
ybhC,STM14_0912,putative pectinesterase
hutI,STM14_0913,imidazolonepropionase
hutG,STM14_0914,formimidoylglutamase
hutC,STM14_0915,histidine utilization repressor
hutU,STM14_0916,
hutH,STM14_0917,histidine ammonia-lyase
ybhB,STM14_0918,putative kinase inhibitor protein
bioA,STM14_0919,adenosylmethionine--8-amino-7-oxononanoate transaminase
bioB,STM14_0920,biotin synthetase
bioF,STM14_0921,8-amino-7-oxononanoate synthase
bioC,STM14_0922,biotin biosynthesis protein BioC
bioD_1,STM14_0923,dithiobiotin synthetase
,STM14_0924,hypothetical protein
,STM14_0925,hypothetical protein
uvrB,STM14_0926,excinuclease ABC subunit B
,STM14_927,putative cytoplasmic protein
slrP,STM14_928,leucine-rich repeat-containing protein
ybhK,STM14_929,putative cytoplasmic protein
moaA,STM14_930,molybdenum cofactor biosynthesis protein A
moaB,STM14_931,molybdopterin biosynthetic protein B
moaC,STM14_932,molybdenum cofactor biosynthesis protein C
moaD,STM14_933,molybdopterin synthase small subunit
moaE,STM14_934,molybdopterin synthase large subunit
ybhL,STM14_935,putative permease
,STM14_936,hypothetical protein
tnpA_2,STM14_937,transposase
ybhM,STM14_938,putative integral membrane protein
,STM14_939,putative inner membrane protein
,STM14_940,putative inner membrane protein
ybhN,STM14_941,hypothetical protein
ybhO,STM14_942,cardiolipin synthase 2
ybhP,STM14_943,putative cytoplasmic protein
ybhQ,STM14_944,putative inner membrane protein
ybhR,STM14_945,putative transport protein
,STM14_946,hypothetical protein
ybhS,STM14_947,putative transport protein
ybhF,STM14_948,putative ABC-type multidrug transport system ATPase component
,STM14_949,hypothetical protein
ybiH,STM14_950,putative DNA-binding transcriptional regulator
rhlE,STM14_951,ATP-dependent RNA helicase RhlE
,STM14_952,hypothetical protein
dinG,STM14_953,ATP-dependent DNA helicase DinG
ybiB,STM14_954,hypothetical protein
ybiJ,STM14_955,hypothetical protein
,STM14_956,hypothetical protein
ybiI,STM14_957,hypothetical protein
,STM14_958,hypothetical protein
ybiN,STM14_959,putative SAM-dependent methyltransferase
ybiO,STM14_960,hypothetical protein
,STM14_961,hypothetical protein
glnQ,STM14_962,glutamine ABC transporter ATP-binding protein
glnP,STM14_963,glutamine ABC transporter permease protein
glnH,STM14_964,glutamine ABC transporter periplasmic protein
,STM14_965,hypothetical protein
dps,STM14_966,DNA starvation/stationary phase protection protein Dps
,STM14_967,conserved hypothetical protein
ybiF,STM14_968,threonine and homoserine efflux system
,STM14_969,hypothetical protein
,STM14_970,hypothetical protein
ompX,STM14_971,outer membrane protein X
ybiP,STM14_972,putative integral membrane protein
,STM14_973,hypothetical protein
,STM14_974,conserved hypothetical protein
,STM14_975,manganese transport regulator MntR
ybiR,STM14_976,putative transporter
ybiS,STM14_977,hypothetical protein
ybiT,STM14_978,putative ABC transporter ATPase component
,STM14_979,putative inner membrane protein
ybiV(2),STM14_980,putative hydrolase
ybiU,STM14_981,putative cytoplasmic protein
,STM14_982,hypothetical protein
ybiV(1),STM14_983,putative hydrolase
pflF,STM14_984,putative pyruvate formate lyase
pflE,STM14_985,putative pyruvate formate lyase activating enzyme
,STM14_986,hypothetical protein
moeB,STM14_987,molybdopterin biosynthesis protein MoeB
moeA,STM14_988,molybdopterin biosynthesis protein MoeA
,STM14_989,hypothetical protein
ybiK,STM14_990,L-asparaginase
yliA,STM14_991,glutathione transporter ATP-binding protein
yliB,STM14_992,putative ABC transporter periplasmic binding protein
yliC,STM14_993,putative ABC transporter periplasmic binding protein
yliD,STM14_994,putative ABC transporter inner membrane component
,STM14_995,hypothetical protein
yliG,STM14_996,putative FeS oxidoreductase
,STM14_997,hypothetical protein
bssR,STM14_998,biofilm formation regulatory protein BssR
,STM14_999,hypothetical protein
,STM14_1000,hypothetical protein
,STM14_1001,putative cytoplasmic protein
,STM14_1002,putative electron transfer protein beta subunit
,STM14_1003,putative electron transfer protein alpha subunit
,STM14_1004,
,STM14_1005,putative acyl-CoA dehydrogenase
,STM14_1006,hypothetical protein
,STM14_1007,putative dehydrogenase
,STM14_1008,putative transcriptional regulator
,STM14_1009,putative inner membrane protein
